name,description,neighborhood_overview,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price
Mini-Wohnung zentral und verkehrsgünstig,Central convenient small mini apartment consisting of two small rooms. The first one contains a small anteroom with a small kitchen next to it and a cloakroom opposite. Another small room contains a foldable sofa bed with cold foam mattress. There are still some boxes to store for clothes and personal items ready. The toilet <br />is located opposite the entrance and has refluxed.,There is a big shopping center the LugnerCity diagonally opposite the residential building. Here you can really get everything you could need.,Ottakring,48.20546,16.3317,Entire rental unit,Entire home/apt,2,,Half-bath,,,"[""Washer"", ""Iron"", ""Heating"", ""Kitchen"", ""Essentials"", ""Dryer"", ""Keypad"", ""Self check-in"", ""Hangers"", ""Shampoo"", ""Hair dryer"", ""Elevator""]",
Room for one person,A small room for one person.,,Penzing,48.20818,16.24944,Private room in condo,Private room,1,,1 shared bath,1.0,,"[""Wifi"", ""Essentials""]",
Unique flat near Schönbrunn,"We're a student flat near Schloss Schönbrunn, one of the must-sees in Vienna. We're renting out one room on AirBnB.<br /><br />Our flat is located in a quiet street in the 12th district in a wonderful building from 1885.<br /><br />The subway is just a 10 minute walk from our flat. Therefor you're within 20 minutes in the Inner City.","The flat is located in a quiet street, but you still have grocery stores, cafes and restaurants around the corner.<br /><br />Schloss Schönbrunn and the imperial garden are close as well as the zoo (which is the oldest zoo in the world)",Meidling,48.1816,16.32047,Private room in rental unit,Private room,4,,2 shared baths,,,"[""Stove"", ""Coffee maker"", ""Dryer"", ""Smoking allowed"", ""BBQ grill"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Iron"", ""Oven"", ""Cooking basics"", ""Patio or balcony"", ""Hangers"", ""Washer"", ""Wifi"", ""Host greets you"", ""First aid kit"", ""Refrigerator"", ""Indoor fireplace"", ""Kitchen"", ""Essentials"", ""Pets allowed"", ""Private living room"", ""Heating"", ""Dishwasher""]",
Cozy apartment at subway station/12min to the city,"Perfect public transport:<br /><br />• 12 min. Stadtpark, Wien-Mitte/Landstraße<br />• 15 min. Stephansplatz, Belvedere, Austrian Museum of Applied Arts (MAK)<br /><br />The cozy and cool apartment is perfect for a great trip to Vienna. Newly adapted in 2017 with the subway within 2 min. walking distance and situated in a vivid part of Vienna.<br /><br />Still, the street is very calm and the place offers enough space to recover from a day full of sightseeing. <br /><br />Our place is great for families (with parks in walking distance).","The apartment is in Simmering, a lively district of Vienna with rapid public transport to the center of the city. The street is home to a typical Viennese restaurant/pub called Stern and is within walking distance of Simmeringer Hauptstraße.",Simmering,48.17149,16.41696,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Dryer"", ""Long term stays allowed"", ""Crib"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Microwave"", ""Luggage dropoff allowed"", ""High chair"", ""Hangers"", ""TV"", ""Washer"", ""Children\u2019s dinnerware"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Free residential garage on premises \u2013 1 space"", ""Body soap"", ""Extra pillows and blankets"", ""Essentials"", ""Smart lock"", ""Heating"", ""Dishwasher""]",$111.00
Designer Apartment. Modern Luxury. Top Location.,"Charming flat in the heart of Vienna<br /><br />This modern flat at Margarethenstraße 91 offers stylish accommodation for couples, business travellers or solo holidaymakers. The flat is furnished with great attention to detail and impresses with a mix of art and tasteful furniture.<br /><br />Highlights:<br />- Modern furnishings with <br />   artistic flair<br />- High-quality furnishings<br />- Perfect location in the heart of Vienna<br />- Pilgramgasse underground station (U4) in the immediate vicinity","The Naschmarkt, Vienna's best known market with lots of restaurants is near by. The city center is a 20min walk away. <br />A 5min walk will bring you to subway station U4 ""Pilgramgasse"". 2 Stops to the City Center. 4 stops to Schoenbrunn Palace. A big supermarket  and many restaurants, bars and cafés are near by.",Margareten,48.18956,16.35513,Entire rental unit,Entire home/apt,5,,1.5 baths,2.0,,"[""Smoke alarm"", ""Coffee"", ""Conditioner"", ""Free dryer \u2013 In unit"", ""Exercise equipment: free weights, yoga mat"", ""Coffee maker"", ""Cleaning products"", ""Dedicated workspace"", ""Bathtub"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Shampoo"", ""Hair dryer"", ""HDTV with Amazon Prime Video, Disney+, Netflix"", ""Iron"", ""Books and reading material"", ""Children\u2019s books and toys"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""Toaster"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""City skyline view"", ""Body soap"", ""Extra pillows and blankets"", ""Electric stove"", ""Essentials"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher""]",
Fully equipped apartment near Schönbrunn Palace,"The apartment is located on the border of 14th and 15th district, within 10 min. of walking distance from Schönbrunn palace.<br />It has been completely refurbished about 1 year ago with a new wooden floor, a kitchen with granite worktop etc.<br />Rooms are bright and 3.30m (~11ft) high.<br />Public transport includes subway within 10 min. walking distance and 52 tram within 3 min.<br />Sleeping opportunities contain a french bed in the bedroom and 2 sofa beds (125cm and 160cm width) in the living area.","Schönbrunn palace with its marvelous christmas market is within 10min. walking distance, the spacious Auer☺-Welsbach park and the technical museum are even closer.",Rudolfsheim-Fnfhaus,48.1955,16.31415,Entire condo,Entire home/apt,4,,1 bath,2.0,,"[""Washer"", ""Heating"", ""Exterior security cameras on property"", ""Wifi"", ""Kitchen"", ""Essentials"", ""TV"", ""Hangers"", ""Shampoo"", ""Hair dryer"", ""Elevator""]",
Ruhiges Zimmer in sehr guter Lage,"Old apartment with private bedroom for you (1-2 people in a French bed), bathroom with shower, living room with corner couch and dining table, very well equipped kitchen and washing machine.<br />Location: very well located, near Danube Canal, Augarten, Prater, Danube Island only 3 metro stations away (U6 New Danube) <br />Connection to U4 Friedensbrücke, U6 Jägerstraße and tram lines 33 and 5","Quiet residential area, near Danube Canal and Augarten, Danube Island only 3 subway stations away (U6 Neue Donau)<br />Shopping facilities all about 2-10 minutes walk away: Hofer, Billa, Spar, Penny, dm, Bipa, Denn's, Libro<br />Unique in Vienna: the 24h bakery Prindl is a 5 min walk. Great for nighttime cravings or hunger on the way home from the club.<br />Also not far away: The Klub Gru attracts with over 30 different beers and offers a typical Viennese cozy basement atmosphere. Plus bar games like table soccer, darts, street fighter machine, and Mario Kart on a Nintendo 64 console. <br />Last but not least: There is also a veggiezz branch nearby for the hottest vegan burgers of your life!",Brigittenau,48.23005,16.36967,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Washer"", ""Heating"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Breakfast"", ""Pets allowed"", ""Hangers"", ""Shampoo"", ""Hair dryer"", ""Lock on bedroom door""]",
Cozy flat in 18th district,My cozy flat is located in the 18th district. It only 20 minutes away from the center via public transport. The flat itself is very large. It's approximately 30sqm.,,Whring,48.22516,16.3432,Private room in rental unit,Private room,1,,1 shared bath,,,"[""Washer"", ""Kitchen"", ""Dryer""]",
Cosy treehouse-room within best district in town,,"We are in the middle in one of the nicest areas in Vienna, very central located at ""Servitenviertel"", which lots of super nice restaurants and shops. 5 min away from the danube canal, which is great for jogging/ walking/ having drinks or food.",Alsergrund,48.21828,16.36421,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Stove"", ""Coffee maker"", ""Smoking allowed"", ""Bathtub"", ""Dishes and silverware"", ""Hair dryer"", ""Iron"", ""Oven"", ""Cooking basics"", ""TV with standard cable"", ""Patio or balcony"", ""Microwave"", ""Luggage dropoff allowed"", ""Hangers"", ""Washer"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Game console"", ""Extra pillows and blankets"", ""Essentials"", ""Single level home"", ""Private living room"", ""Heating"", ""Dishwasher""]",
Top Lage,"Top location, All Austrian music houses and theatres are 1 km all around. And countless clubs, bars and cafe/restaurants.",,Innere Stadt,48.2109,16.36674,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Washer"", ""Iron"", ""Game console"", ""Heating"", ""Wifi"", ""Extra pillows and blankets"", ""Hot water"", ""TV with standard cable"", ""Kitchen"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Host greets you"", ""Long term stays allowed"", ""Hangers"", ""Shampoo"", ""Hair dryer"", ""Elevator""]",
Spacious room in the city center,"It is a room in a shared flat. You can use the bathroom (with a washing machine and a bathtub/shower), restroom, living room and the kitchen (with a dishwasher). We also have a small balcony. The location is very central (Metro, Bus stops right outside the building, 5 min walk to the very center). The Mariahilfer Straße is the main shopping street. Very quiet. Easy-going inhabitants :)",,Mariahilf,48.19863,16.35251,Private room in rental unit,Private room,1,,1 shared bath,,,"[""Smoke alarm"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Oven"", ""Cooking basics"", ""Patio or balcony"", ""Microwave"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Private living room"", ""Heating"", ""Dishwasher""]",
Wunderschöne Loggia-Wohnung im Herzen Wiens,"This beautiful, modern apartment in Josefstadt offers everything your heart desires and you can reach  the city center and thus all the attractions of Vienna within a short time (both by public transport and on foot).<br />Thanks to the courtyard location, it is still nice and quiet and you can enjoy the sun on the loggia. <br /><br />Kitchen and bathroom are fully equipped (induction stove, coffee maker, all cooking utensils, etc.) and also a few towels are available.",,Josefstadt,48.20761,16.34584,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Washer"", ""Iron"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Dryer"", ""TV"", ""Heating"", ""Shampoo"", ""Elevator""]",
Room in the middle of Vienna with beautiful view,"You're very welcome to the room, wich is situated in the middle of Vienna (2nd Bezirk) on the 6th Floor with amazing view. <br />A very beautiful and clean room with big bed for 2 persons. <br />Also you can use all stuff in flat, what include kitchen and bathroom. <br />I speak English, German and Russian. So feel free to contact, thank you!",,Leopoldstadt,48.21371,16.38692,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Washer"", ""Iron"", ""Heating"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Free parking on premises"", ""Host greets you"", ""Pets allowed"", ""Hangers"", ""Shampoo"", ""Elevator""]",
Special price for one person in center. 市中心特价单人间,You can see my another link. It is the same room . But this special price is only for one person.please read all the deteil on airbnb.<br /><br />You can see my other link. This is the same room. But this is action price for one person. Please read all the details on airbnb.<br /><br />You can look at my other link which is the same room.But this is a one-person special price.Please read all the details on airbnb.,Near Donau channel<br />靠近多瑙运河<br />Near Danube canal,Leopoldstadt,48.22016,16.36949,Private room in rental unit,Private room,1,,1.5 shared baths,,,"[""Stove"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Oven"", ""Cooking basics"", ""Microwave"", ""Luggage dropoff allowed"", ""Hangers"", ""Waterfront"", ""Washer"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Lockbox"", ""Heating""]",
90m2 zentral gelegen,"In 2016 furnished 90m2 fully furnished apartment in a very nice Gründerzeithaus (1888), very close to the Hotel Hilton, the city park, the country road, the fast train and the metro. Approx. 15-minute walk to St. Stephen's Cathedral, the city center. Beautiful view from the 5th floor (with elevator) of a part of Vienna. Traffic-calmed street. 1 small and 1 large bedroom (with platform) as well as a living room, a kitchen and 1 bathroom.","Traffic-calmed street at the music university. A few minutes away from the shopping center and shopping street.   Many restaurants, shops, cafes, etc.",Landstra§e,48.20161,16.38551,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Paid parking lot on premises"", ""Coffee maker"", ""Shower gel"", ""Dedicated workspace"", ""Bathtub"", ""Long term stays allowed"", ""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Air conditioning"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Books and reading material"", ""Oven"", ""Cooking basics"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Wine glasses"", ""Hangers"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""Hot water"", ""Bed linens"", ""First aid kit"", ""Refrigerator"", ""HDTV with standard cable"", ""Kitchen"", ""Free washer"", ""Dining table"", ""Elevator"", ""City skyline view"", ""Body soap"", ""Extra pillows and blankets"", ""Electric stove"", ""Essentials"", ""Changing table - always at the listing"", ""Crib - always at the listing"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher""]",$185.00
